"Código","Clave","Descripción","DUN-14 Inner","DUN-14 Master"
"42015","CPVC-ESD-1/2","Válvula de esfera desmontable de CPVC 1/2', Foset",17506240658457,27506240658454
"42016","CPVC-ESD-3/4","Válvula de esfera desmontable de CPVC 3/4', Foset",17506240658464,27506240658461
"42018","CPVC-GL-1/2","Válvula globo de CPVC 1/2' maneral volante, Foset",17506240658488,27506240658485
"46033","CPVC-KIT","KIT de conexiones y válvulas CPVC para instalación regadera",17506240646867,27506240646864
"46034","CPVC-KIT-B","KIT conexiones CPVC para instalación regadera, sin manerales",17506240651892,27506240651899
"49377","CR-050","Cuello curvo repuesto para mezcladora de lavabo, Basic",17501206666873,27501206666870
"45713","CR-070","Cuello largo repuesto para mezcladora de lavabo, Basic",17506240693472,27506240693479
"49375","CR-317","Cuello de repuesto corto para fregadero (f-317), Basic",17501206665777,27501206665774
"49376","CR-318","Cuello de repuesto standard para fregadero (f-318), Basic",17501206665784,27501206665781
"49193","CR-319","Cuello cobra repuesto para mezcladora de fregadero, Basic",17506240612688,27506240612685
"48195","CR-320","Repuesto de cuello alto para mezcladora de ABS, Foset",17506240683794,27506240683791
"45718","CR-321","Cuello de repuesto para mezcladora de fregadero, Basic",17506240694769,27506240694766
"49379","CR-MP-048","Cuello nariz corta repuesto para mezcladora de lavabo, Basic",17506240606038,27506240606035
"101687","CRA-11R","Blíster con 2 crayones de 12 cm industriales rojos, Truper",17506240691966,27506240691963
"49285","CRB-060","Cuello tipo bar repuesto para mezcladora de lavabo, Basic",17501206687540,27501206687547
"56032","CRED-40","Crema limpiadora y desengrasante para manos, 1 gal, Klintek",17506240692185,27506240692182
"18344","CREM-2X58C","Correa para remolque con ganchos 2' x 5.8 m, Truper",17506240635595,27506240635592
"18345","CREM-5/8X35","Cuerda para remolque con ganchos 5/8' x 3.5 m, Truper",17506240635601,27506240635608
"56031","CREM-50","Crema lustradora para muebles, 500 ml, Klintek",17506240692178,27506240692175
"18346","CREM-7/8X45","Cuerda para remolque con ganchos 7/8' x 4.5 m, Truper",17506240635618,27506240635615
"14274","CRI-C-10","Lente sombra 10 para caretas abatibles Truper y Pretul",17501206688776,27501206688773
"14275","CRI-C-11","Lente sombra 11 para caretas abatibles Truper y Pretul",17501206688783,27501206688780
"14276","CRI-C-12","Lente sombra 12 para caretas abatibles Truper y Pretul",17501206688790,27501206688797
"14277","CRI-C-14","Lente sombra 14 para caretas abatibles Truper y Pretul",17501206688806,27501206688803
"14278","CRI-C-TR","Lente transparente para caretas abatibles Truper y Pretul",17501206600815,27501206600812
"14279","CRI-G-6","Lentes de repuesto sombra 6 para GASO, Truper",17501206688820,27501206688827
"14280","CRI-GTR","Lentes de repuesto transparentes para GASO, Truper",17501206688837,27501206688834
"11252","CRP-3HX","Marro para herrería 3 lb mango 12', Truper",17506240664854,27506240664851
"11253","CRP-4HX","Marro para herrería 4 lb mango 12', Truper",17506240664861,27506240664868
"40141","CRU-3X5","Caja de contactos para canaleta 3' x 5', blanca, Volteck",17506240681103,27506240681100
"12648","CRUCE-30","Cinta larga 30 m metálica, tipo cruceta, Truper",17501206689346,27501206689343
"12649","CRUCE-50","Cinta larga 50 m metálica, tipo cruceta, Truper",17501206689353,27501206689350
"43492","CS-60D","Cerradura sobreponer, puerta corrediza, mariposa, derecha",17501206676773,27501206676770
"43494","CS-60I","Cerradura sobreponer, puerta corrediza, mariposa, izquierda",17501206676797,27501206676794
"43493","CS-65D","Cerradura sobreponer, puerta corrediza, clásica, derecha",17501206676780,27501206676787
"43495","CS-65I","Cerradura sobreponer, puerta corrediza, clásica, izquierda",17501206676803,27501206676800
"43574","CS-70D","Cerradura sobreponer der clásica, llave tradicional, caja",17501206677138,27501206677135
"43583","CS-70DB","Cerradura sobreponer der clásica, llave tradicional, blíster",17501206677176,27501206677173
"43573","CS-70I","Cerradura sobreponer izq clásica, llave tradicional, caja",17501206677121,27501206677128
"43582","CS-70IB","Cerradura sobreponer izq clásica, llave tradicional, blíster",17501206677169,27501206677166
"43576","CS-75D","Cerradura sobreponer der instala-fácil, tradicional, caja",17501206677152,27501206677159
"43585","CS-75DB","Cerradura sobreponer der instala-fácil, tradicional, blíster",17501206677190,27501206677197
"27049","CS-75DBP","Cerradura sobreponer der instala-fácil, blíster, Basic",17506240675904,27506240675901
"43588","CS-75DC","Cerradura sobreponer der instala-fácil, cromada, tradicional",17506240643118,27506240643115
"27047","CS-75DP","Cerradura sobreponer der instala-fácil, caja, Hermex Basic",17506240675881,27506240675888
"43575","CS-75I","Cerradura sobreponer izq instala-fácil, tradicional, caja",17501206677145,27501206677142
"43584","CS-75IB","Cerradura sobreponer izq instala-fácil, tradicional, blíster",17501206677183,27501206677180
"27048","CS-75IBP","Cerradura sobreponer izq instala-fácil, blíster, Basic",17506240675898,27506240675895
"43589","CS-75IC","Cerradura sobreponer izq instala-fácil, cromada, tradicional",17506240643125,27506240643122
"27046","CS-75IP","Cerradura sobreponer izq instala-fácil, caja, Hermex Basic",17506240675874,27506240675871
"43528","CS-80D","Cerradura sobreponer derecha clásica, llave tetra, caja",17501206676681,27501206676688
"43529","CS-80DB","Cerradura sobreponer derecha clásica, llave tetra, blíster",17501206676698,27501206676695
"43530","CS-80I","Cerradura sobreponer izquierda clásica, llave tetra, caja",17501206676704,27501206676701
"43531","CS-80IB","Cerradura sobreponer izquierda clásica, llave tetra, blíster",17501206676728,27501206676725
"43578","CS-85D","Cerradura sobreponer der instala-fácil, llave tetra, caja",17501206676742,27501206676749
"43587","CS-85DB","Cerradura sobreponer der instala-fácil, llave tetra, blíster",17501206676766,27501206676763
"43577","CS-85I","Cerradura sobreponer izq instala-fácil, llave tetra, caja",17501206676735,27501206676732
"43586","CS-85IB","Cerradura sobreponer izq instala-fácil, llave tetra, blíster",17501206676759,27501206676756
"43482","CS-90D","Cerradura sobreponer der 2 barras clásica, llave tradicional",17501206677473,27501206677470
"43483","CS-90I","Cerradura sobreponer izq 2 barras clásica, llave tradicional",17501206677480,27501206677487
"43484","CS-92","Cerradura de sobreponer 2 barras instala-fácil, llave puntos",17501206677497,27501206677494
"43488","CS-93","Cerradura de sobreponer 3 barras instala-fácil, llave puntos",17501206677503,27501206677500
"43490","CS-95D","Cerradura sobreponer, puerta corrediza, instala-fácil, der.",17506240633775,27506240633772
"43489","CS-95I","Cerradura sobreponer, puerta corrediza, instala-fácil, izq.",17506240633768,27506240633765
"12992","CT-10","Cuchara para albañil 10' forjada tipo Filadelfia, Truper",17501206630966,27501206630963
"11232","CT-10B","Cuchara p/ albañil 10' forjada tipo Filadelfia, Comfort Grip",17506240661174,27506240661171
"13007","CT-10C","Cuchara para albañil 10' forjada tipo Centroamericana,Truper",17501206602468,27501206602465
"21054","CT-10P","Cuchara para albañil 10' tipo Filadelfia, Pretul",17501206632533,27501206632530
"20545","CT-10PC","Cuchara para albañil 10' tipo centroamericana, Pretul",17506240614477,27506240614474
"12993","CT-11","Cuchara para albañil 11' forjada tipo Filadelfia, Truper",17501206632465,27501206632462
"11234","CT-11B","Cuchara p/ albañil 11' forjada tipo Filadelfia, Comfort Grip",17506240661181,27506240661188
"21055","CT-11P","Cuchara para albañil 11' tipo Filadelfia, Pretul",17501206634261,27501206634268
"102616","CT-12","Cuchara para albañil, tipo Filadelfia 12', Truper",17502309734698,27502309734695
"102617","CT-12B","Cuchara p/ albañil 12' forjada tipo Filadelfia, Comfort Grip",17502309734704,27502309734701
"12990","CT-6","Cuchara para albañil 6' forjada tipo Filadelfia, Truper",17501206630942,27501206630949
"14186","CT-608","Carda copa 3' alambre trenzado fino, eje 5/8'-11, Truper",17501206656331,27501206656338
"14184","CT-608M","Carda copa 3' alambre trenzado fino, eje M14, Truper",17501206656317,27501206656314
"100851","CT-608MR","Carda copa 3' alambre trenzado fino, Multi-rosca, Truper",17506240679070,27506240679077
"100854","CT-608MRX","Carda copa 3' alambre trenzado grueso, Multi-rosca, Truper",17506240679100,27506240679107
"17530","CT-608MX","Carda copa 3' alambre trenzado grueso, eje M14, Truper",17506240621659,27506240621656
"17529","CT-608X","Carda copa 3' alambre trenzado grueso, eje 5/8'-11, Truper",17506240621642,27506240621649
"14187","CT-610","Carda copa 4' alambre trenzado fino, eje 5/8'-11, Truper",17501206656348,27501206656345
"14185","CT-610M","Carda copa 4' alambre trenzado fino, eje M14, Truper",17501206656324,27501206656321
"100852","CT-610MR","Carda copa 4' alambre trenzado fino, Multi-rosca, Truper",17506240679087,27506240679084
"100855","CT-610MRX","Carda copa 4' alambre trenzado grueso, Multi-rosca, Truper",17506240679117,27506240679114
"17532","CT-610MX","Carda copa 4' alambre trenzado grueso, eje M14, Truper",17506240621673,27506240621670
"17531","CT-610X","Carda copa 4' alambre trenzado grueso, eje 5/8'-11, Truper",17506240621666,27506240621663
"11541","CT-612","Carda copa 5' alambre trenzado fino, eje 5/8'-11, Truper",17501206640880,27501206640887
"11544","CT-612M","Carda copa 5' alambre trenzado fino, eje M14, Truper",17501206640897,27501206640894
"100853","CT-612MR","Carda copa 5' alambre trenzado fino, Multi-rosca, Truper",17506240679094,27506240679091
"100856","CT-612MRX","Carda copa 5' alambre trenzado grueso, Multi-rosca, Truper",17506240679124,27506240679121
"11543","CT-612MX","Carda copa 5' alambre trenzado grueso, eje M14, Truper",17501206683825,27501206683822
"11542","CT-612X","Carda copa 5' alambre trenzado grueso, eje 5/8'-11, Truper",17501206683818,27501206683815
"13003","CT-6C","Cuchara para albañil 6' forjada tipo Centroamericana, Truper",17501206602420,27501206602427
"21050","CT-6P","Cuchara para albañil 6' tipo Filadelfia, Pretul",17501206632496,27501206632493
"20541","CT-6PC","Cuchara para albañil 6' tipo centroamericana, Pretul",17506240614439,27506240614436
"102614","CT-7","Cuchara para albañil, tipo Filadelfia 7', Truper",17502309734674,27502309734671
"13004","CT-7C","Cuchara para albañil 7' forjada tipo Centroamericana, Truper",17501206602437,27501206602434
"21051","CT-7P","Cuchara para albañil 7' tipo Filadelfia, Pretul",17501206632502,27501206632509
"20542","CT-7PC","Cuchara para albañil 7' tipo centroamericana, Pretul",17506240614446,27506240614443
"21057","CT-7PM","Cuchara para albañil 7' tipo Mérida, Pretul",17501206634889,27501206634886
"102615","CT-8","Cuchara para albañil, tipo Filadelfia 8', Truper",17502309734681,27502309734688
"13005","CT-8C","Cuchara para albañil 8' forjada tipo Centroamericana, Truper",17501206602444,27501206602441
"21052","CT-8P","Cuchara para albañil 8' tipo Filadelfia, Pretul",17501206632519,27501206632516
"20543","CT-8PC","Cuchara para albañil 8' tipo centroamericana, Pretul",17506240614453,27506240614450
"21058","CT-8PM","Cuchara para albañil 8' tipo Mérida, Pretul",17501206634896,27501206634893
"12991","CT-9","Cuchara para albañil 9' forjada tipo Filadelfia, Truper",17501206630959,27501206630956
"11231","CT-9B","Cuchara p/ albañil 9' forjada tipo Filadelfia, Comfort Grip",17506240661167,27506240661164
"13006","CT-9C","Cuchara para albañil 9' forjada tipo Centroamericana, Truper",17501206602451,27501206602458
"12994","CT-9G","Cuchara para albañil 9' forjada tipo Guadalajara, Truper",17501206630973,27501206630970
"21056","CT-9GP","Cuchara para albañil 9' tipo Guadalajara, Pretul",17501206633363,27501206633360
"21053","CT-9P","Cuchara para albañil 9' tipo Filadelfia, Pretul",17501206632526,27501206632523
"20544","CT-9PC","Cuchara para albañil 9' tipo centroamericana, Pretul",17506240614460,27506240614467
"21059","CT-9PM","Cuchara para albañil 9' tipo Mérida, Pretul",17501206634902,27501206634909
"21049","CT-9YP","Cuchara para albañil 9' yesera, Pretul",17501206674199,27501206674196
"101181","CTAMA-1","Cortador anular de 1' x 1', Truper",17506240684333,27506240684330
"101123","CTAMA-1/2","Cortador anular de 1/2' x 1', Truper",17506240684258,27506240684255
"101126","CTAMA-11/16","Cortador anular de 11/16' x 1', Truper",17506240684289,27506240684286
"101128","CTAMA-13/16","Cortador anular de 13/16' x 1', Truper",17506240684302,27506240684309
"101180","CTAMA-15/16","Cortador anular de 15/16' x 1', Truper",17506240684326,27506240684323
"101127","CTAMA-3/4","Cortador anular de 3/4' x 1', Truper",17506240684296,27506240684293
"101125","CTAMA-5/8","Cortador anular de 5/8' x 1', Truper",17506240684272,27506240684279
"101129","CTAMA-7/8","Cortador anular de 7/8' x 1', Truper",17506240684319,27506240684316
"101124","CTAMA-9/16","Cortador anular de 9/16' x 1', Truper",17506240684265,27506240684262
"12511","CTF-1","Cinta sella roscas 1' X 7 m de largo, uso general, Truper",17506240602528,27506240602525
"12520","CTF-1/2","Cinta sella roscas 1/2' X 7 m de largo, uso general, Truper",17501206641672,27501206641679
"12522","CTF-1/2B","Blíster con 2 cintas sella roscas 1/2' x 7 m, uso general",17501206674465,27501206674462
"48463","CTF-1/2BF","Cinta sella roscas 1/2' x 7 m, uso general, Foset Basic",17506240699078,27506240699075
"47343","CTF-1/2C","Conector curvo 1/2' para tubo flexible metálico, Volteck",17501206699345,27501206699342
"47476","CTF-1/2F","Cinta sella roscas 1/2' x 7 m, uso general, Foset",17506240699054,27506240699051
"27010","CTF-1/2P","Cinta sella roscas 1/2' X 7 m de largo, Pretul",17501206695361,27501206695368
"47340","CTF-1/2R","Conector recto 1/2' para tubo flexible metálico, Volteck",17501206699314,27501206699311
"12512","CTF-1/2X13","Cinta sella roscas 1/2' X 13 m de largo, uso general, Truper",17506240602535,27506240602532
"12516","CTF-1/2X13X","Cinta sella roscas 1/2' X 13 m de largo, industrial, Expert",17506240602573,27506240602570
"12515","CTF-1/2X7X","Cinta sella roscas 1/2' X 7 m de largo, industrial, Expert",17506240602566,27506240602563
"47345","CTF-1C","Conector curvo 1' para tubo flexible metálico, Volteck",17501206699369,27501206699366
"47342","CTF-1R","Conector recto 1' para tubo flexible metálico, Volteck",17501206699338,27501206699335
"12514","CTF-1X13","Cinta sella roscas 1' X 13 m de largo, uso general, Truper",17506240602559,27506240602556
"12518","CTF-1X13X","Cinta sella roscas 1' X 13 m de largo, industrial, Expert",17506240602597,27506240602594
"12521","CTF-3/4","Cinta sella roscas 3/4' X 7 m de largo, uso general, Truper",17501206641689,27501206641686
"48464","CTF-3/4BF","Cinta sella roscas 3/4' x 7 m, uso general, Foset Basic",17506240699085,27506240699082
"47344","CTF-3/4C","Conector curvo 3/4' para tubo flexible metálico, Volteck",17501206699352,27501206699359
"47477","CTF-3/4F","Cinta sella roscas 3/4' x 7 m, uso general, Foset",17506240699061,27506240699068
"27011","CTF-3/4P","Cinta sella roscas 3/4' X 7 m de largo, Pretul",17501206695378,27501206695375
"47341","CTF-3/4R","Conector recto 3/4' para tubo flexible metálico, Volteck",17501206699321,27501206699328
"12513","CTF-3/4X13","Cinta sella roscas 3/4' X 13 m de largo, uso general, Truper",17506240602542,27506240602549
"12517","CTF-3/4X13X","Cinta sella roscas 3/4' X 13 m de largo, industrial, Expert",17506240602580,27506240602587
"12557","CTR-150","Cinta de empaque 48 mm x 150 m transparente, Truper",17501206641726,27501206641723
"20527","CTR-150P","Cinta de empaque 48 mm x 150 m transparente, Pretul",17506240612770,27506240612777
"12551","CTR-40","Cinta de empaque 48 mm x 40 m transparente, Truper",17501206648497,27501206648494
"20525","CTR-40P","Cinta de empaque 48 mm x 40 m transparente, Pretul",17506240612756,27506240612753
"12555","CTR-50","Cinta de empaque 48 mm x 50 m transparente, Truper",17501206640026,27501206640023
"13056","CU-1","Cuña para concreto de 1', Truper",17501206631710,27501206631717
"13062","CU-1-1/2","Cuña para concreto de 1-1/2', Truper",17501206631741,27501206631748
"13059","CU-1-1/4","Cuña para concreto de 1-1/4', Truper",17501206631727,27501206631724
"13050","CU-3/4","Cuña para concreto de 3/4', Truper",17501206631734,27501206631731
"13053","CU-7/8","Cuña para concreto de 7/8', Truper",17501206631703,27501206631700
"12033","CU-C4/5","Cuchilla para cepillo de carpintero # 4 y # 5, Truper",17501206690120,27501206690127
"12036","CU-C6","Cuchilla para cepillo de carpintero # 6, Truper",17501206691226,27501206691223
"16919","CU-CANT-6X-2","Caja con 3 cuchillas HSS para canteadora CANT-6X2, Truper",17506240634772,27506240634779
"102160","CU-CANT-6X-3","Caja con 3 cuchillas para canteadora CANT-6X, Truper",17506240695605,27506240695602
"16921","CU-CANT-8X-2","Caja con 4 cuchillas HSS para canteadora CANT-8X-2, Truper",17506240617423,27506240617420
